acceleration_violation_count,active_packet_gap_max_s,active_packet_gap_max_steps,active_packet_ratio,actuator_torque_rms_nm,baseline_selection_rate,case_id,command_acceleration_max_abs_rad_s2,command_acceleration_rms_rad_s2,control_compute_max_s,control_compute_p50_s,control_compute_p95_s,control_compute_p99_s,control_deadline_miss_count,control_period_max_s,control_period_p50_s,control_period_p95_s,control_period_p99_s,control_semantics_version,delay_protocol,delay_steps,e2e_max_s,e2e_p50_s,e2e_p95_s,e2e_p99_s,exact_final_pool_time_max_s,exact_final_pool_time_p50_s,exact_final_pool_time_p95_s,exact_pool_candidate_count_mean,exact_pool_valid_count_mean,exact_selection_changed_rate,failure_rate,fallback_duty_cycle,feedback_rms_rad,feedback_saturation_rate,joint_rmse_rad,joint_violation_count,label,lap_tcp_rmse_m,late_packet_rate,multirate_mode,nominal_command_semantics,orientation_rmse_rad,packet_age_max_steps,packet_age_p50_steps,packet_age_p95_steps,packet_expiration_count,packet_residual_semantics,planner_event_count,planner_execution_qref_error_max_rad,planner_execution_qref_error_p95_rad,planner_execution_qref_error_rms_rad,planner_failure_count,planner_failure_step_rate,planner_hz,projection_activation_rate,projection_discrepancy_max_rad,projection_discrepancy_p95_rad,projection_discrepancy_rms_rad,projection_semantics_version,residual_cost_semantics,residual_feasibility_semantics,residual_rms_rad,residual_saturation_rate,safety_projection_offset_max_rad,safety_projection_offset_p95_rad,safety_projection_offset_rms_rad,seed,solve_max_s,solve_p50_s,solve_p95_s,solve_p99_s,start_jitter_max_s,start_jitter_p50_s,start_jitter_p95_s,start_jitter_p99_s,steps,tcp_p95_m,tcp_rmse_m,total_torque_rms_nm,trajectory,velocity_violation_count,wakeup_lateness_max_s,wakeup_lateness_p50_s,wakeup_lateness_p95_s,wakeup_lateness_p99_s
0,0.0,0,nan,2.0486883143806045,nan,circle:0,3.603696823120117,0.6393684134118132,0.0004688059852924198,0.0002684459905140102,0.00028364480240270493,0.00030124440672807395,0,nan,nan,nan,nan,2,full,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.023409888939154987,0,ProjectedDirectIK,0.0204837074511191,nan,synchronous,raw_ik,0.00033256407783513226,nan,nan,nan,0,requested,0,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,2,requested,finite,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,1405,0.0310684684664011,0.016691277833623935,10.039496277229379,circle,0,nan,nan,nan,nan
0,0.0,0,1.0,4.314173310334519,0.298932384341637,circle:0,12.50002384185791,8.059577717804126,0.3467200696468353,0.0008663040352985263,0.04179466739296913,0.042940793037414555,0,nan,nan,nan,nan,2,full,0,nan,nan,nan,nan,0.0427436989848502,0.01845516901812516,0.019590622978284955,11.480427046263346,11.480427046263346,0.5088967971530249,0.0,0.0,nan,0.0,0.013345761248631925,0,IdealZeroDelay,0.01431319867923724,0.0,virtual_asap,raw_ik,0.015344425689665686,4.0,2.0,4.0,0,requested,281,0.00017213821411132812,1.3074255548417506e-05,8.87984310204195e-06,0,0.0,nan,0.8733096085409253,0.12323713302612305,0.04366773962974543,0.018231175082201883,2,requested,finite,0.021489255651808536,0.0,0.12323713302612305,0.04366773962974543,0.018231175082201883,0,0.0636216551065445,0.03855549916625023,0.039908383041620255,0.04109948948025703,nan,nan,nan,nan,1405,0.02568881846964359,0.011581760866555692,10.75601001756424,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,2.586440421861143,0.501779359430605,circle:0,12.500012397766113,8.761489730501673,0.07774998992681503,0.0008665439672768116,0.041333211958408354,0.042410634309053424,0,nan,nan,nan,nan,2,naive_delayed,7,nan,nan,nan,nan,0.020136088016442955,0.018491006980184466,0.01948825200088322,11.530249110320284,11.530249110320284,0.608540925266904,0.0,0.00498220640569395,nan,0.0,0.05881699755707631,0,NaiveDelayed,0.05065332637901844,0.0,virtual_asap,raw_ik,0.01891490675840901,4.0,2.0,4.0,0,requested,281,0.044503938406705856,0.020000934600830078,0.009213088745849127,0,0.0,nan,0.9416370106761566,0.044503938406705856,0.020000934600830078,0.009190109333182662,2,requested,finite,0.05174510331358773,0.002135231316725979,0.044503938406705856,0.020000934600830078,0.009190109333182662,0,0.0409090481698513,0.03855456784367561,0.04002862423658371,0.0405468575656414,nan,nan,nan,nan,1405,0.08326027691364288,0.04076417654625665,10.181634813026076,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,4.284292022260131,0.3096085409252669,circle:0,12.50002384185791,8.167524390634965,0.08606445044279099,0.0008991709910333157,0.045892312377691265,0.04707532182335854,0,nan,nan,nan,nan,2,full,7,nan,nan,nan,nan,0.020253402995876968,0.01874586899066344,0.01976163499057293,11.494661921708184,11.494661921708184,0.49110320284697506,0.0,0.00498220640569395,nan,0.0,0.014697274805493833,0,FullVirtual,0.016235028658631426,0.0,virtual_asap,raw_ik,0.02184273331212282,4.0,2.0,4.0,0,requested,281,0.05750000476837158,0.01800084114074707,0.008080135552852556,0,0.0,nan,0.8640569395017793,0.1708993911743164,0.04737201333045956,0.02027356174368778,2,requested,finite,0.02419650781957121,0.0,0.1708993911743164,0.04737201333045956,0.02027356174368778,0,0.041904471814632416,0.039263878017663956,0.04066333547234535,0.04136436879634857,nan,nan,nan,nan,1405,0.029728522151708597,0.013094077080474912,10.746328232170104,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,4.477468651591631,0.29936305732484075,circle:0,12.500012397766113,8.222529951886528,0.0017863439861685038,0.0005594269605353475,0.000999581813812256,0.0012203247286379337,0,0.010524357669055462,0.0099993203766644,0.010092780133709312,0.01013009425252676,2,full,7,0.060982976108789444,0.04959949478507042,0.05553425773978233,0.05842963635921478,0.029357499995967373,0.01970752551278565,0.02095431105844909,11.394904458598726,11.394904458598726,0.6369426751592356,0.0,0.00498220640569395,nan,0.0,0.015444278877782103,0,ThreadedAsync,0.01537954858216015,0.0,threaded_asap,raw_ik,0.018068982058998186,6.0,2.0,5.0,0,requested,314,0.13476479053497314,0.04578505754470824,0.020408147735418245,0,0.0,22.35782241821289,0.8669039145907473,0.1350008249282837,0.04607741832733149,0.020486536604268628,2,requested,finite,0.0224478133649509,0.0,0.1350008249282837,0.04607741832733149,0.020486536604268628,0,0.05304408073425293,0.04121397063136101,0.04351930469274521,0.049208378344774234,0.0005243580089882016,-6.800016763008898e-07,9.277979552280156e-05,0.00013009392947424203,1405,0.027314711734652507,0.012660043143801168,10.828587503305183,circle,0,0.0007313063251785934,0.0001819873577915132,0.00027376270154491064,0.0003255398152396084
0,0.0,0,1.0,4.016621061002555,0.3167259786476868,circle:1,12.50002670288086,8.0814738387626,0.08280876278877258,0.0008704380015842617,0.04243357181549072,0.04347322121262551,0,nan,nan,nan,nan,2,full,0,nan,nan,nan,nan,0.020169308001641184,0.01846967000165023,0.01959859800990671,11.483985765124554,11.483985765124554,0.5409252669039146,0.0,0.0,nan,0.0,0.013017736987600156,0,IdealZeroDelay,0.012304834382983002,0.0,virtual_asap,raw_ik,0.016560457565158292,4.0,2.0,4.0,0,requested,281,0.0001773834228515625,1.3383966870605903e-05,8.584626273651729e-06,0,0.0,nan,0.8427046263345196,0.1514512300491333,0.0436939001083374,0.019204882937664786,2,requested,finite,0.022855913898557498,0.0,0.1514512300491333,0.0436939001083374,0.019204882937664786,1,0.0411841943860054,0.03884895518422127,0.040278110653162,0.040920139849185945,nan,nan,nan,nan,1405,0.022328536957502365,0.009955318923581053,10.632907758041084,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,2.674764756693129,0.5302491103202847,circle:1,12.500009536743164,8.575169898517059,0.07887406647205353,0.0008803929667919874,0.041751928627491,0.0428616364300251,0,nan,nan,nan,nan,2,naive_delayed,7,nan,nan,nan,nan,0.020582041004672647,0.018708160991081968,0.019637095014331862,11.512455516014235,11.512455516014235,0.6832740213523132,0.0,0.00498220640569395,nan,0.0,0.05828676337524275,0,NaiveDelayed,0.04980312899839649,0.0,virtual_asap,raw_ik,0.017919434788141165,4.0,2.0,4.0,0,requested,281,0.03406059741973877,0.020866269152611493,0.009513062109342245,0,0.0,nan,0.9387900355871887,0.03406059741973877,0.02084417343139647,0.00948933449898673,2,requested,finite,0.05102848719376588,0.0028469750889679717,0.03406059741973877,0.02084417343139647,0.00948933449898673,1,0.04534504562616348,0.03905913606286049,0.04083985835313797,0.04156826883554458,nan,nan,nan,nan,1405,0.08333055973052977,0.040253200971800115,10.184975777496856,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,3.953356489130396,0.3238434163701068,circle:1,12.50002670288086,8.101978460142812,0.0830160602927208,0.0008896460058167577,0.045244275778532024,0.0463733284175396,0,nan,nan,nan,nan,2,full,7,nan,nan,nan,nan,0.020344311982626095,0.018411268014460802,0.01948031800566241,11.459074733096086,11.459074733096086,0.5551601423487544,0.0,0.00498220640569395,nan,0.0,0.016109759180888087,0,FullVirtual,0.014746826580941485,0.0,virtual_asap,raw_ik,0.02205613953693817,4.0,2.0,4.0,0,requested,281,0.061529118567705154,0.01906143426895141,0.00822570208632264,0,0.0,nan,0.8427046263345196,0.24296188354492188,0.043249642848968484,0.02332736522604442,2,requested,finite,0.02532983934718263,0.0,0.24296188354492188,0.043249642848968484,0.02332736522604442,1,0.041831035166978836,0.038813699036836624,0.040403079241514206,0.04109222888946533,nan,nan,nan,nan,1405,0.025238527357578276,0.011907341160353949,10.603688759937846,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,3.899599200873159,0.28213166144200624,circle:1,12.500012397766113,8.151750758349793,0.001386895077303052,0.0005587320192717016,0.000979220017325133,0.0010894231731072073,0,0.010451060719788074,0.009999637492001057,0.01009873035363853,0.010154588837176562,2,full,7,0.06400968879461288,0.04870384559035301,0.05416511818766594,0.05570599611848592,0.02838413600693457,0.019421618984779343,0.02079705170181114,11.45141065830721,11.45141065830721,0.5235109717868338,0.0,0.00498220640569395,nan,0.0,0.013389409851203068,0,ThreadedAsync,0.013409011262711474,0.0,threaded_asap,raw_ik,0.013167683231227325,6.0,2.0,4.0,0,requested,319,0.12339521944522858,0.03688717484474182,0.015690964741090534,0,0.0,22.681331634521484,0.8306049822064057,0.12346605956554413,0.03703930974006653,0.015787764981053533,2,requested,finite,0.019260872888336514,0.0,0.12346605956554413,0.03703930974006653,0.015787764981053533,1,0.05113095045089722,0.04068922996520996,0.042770571820437905,0.044604962877929206,0.00045106097240932286,-3.6250798984838184e-07,9.87303006695583e-05,0.00015458901965757858,1405,0.024899820238351817,0.010865770024326853,10.58649431735565,circle,0,0.0006574150174856186,0.0002384051913395524,0.0002821187081281096,0.0003369840607047084
0,0.0,0,1.0,4.294794749156054,0.31316725978647686,circle:2,12.500030517578125,8.161432415442459,0.08330782502889633,0.0008841110393404961,0.04295809045433998,0.044652967005968096,0,nan,nan,nan,nan,2,full,0,nan,nan,nan,nan,0.02073455901700072,0.01883920797263272,0.019851290999213234,11.498220640569395,11.498220640569395,0.5658362989323843,0.0,0.0,nan,0.0,0.01248547688593412,0,IdealZeroDelay,0.01401694327420829,0.0,virtual_asap,raw_ik,0.017084912129982137,4.0,2.0,4.0,0,requested,281,0.00017309188842773438,1.3034425410296502e-05,8.210447432736988e-06,0,0.0,nan,0.8590747330960854,0.11919784545898438,0.040930850990116514,0.018221071130644778,2,requested,finite,0.022544844771505746,0.0,0.11919784545898438,0.040930850990116514,0.018221071130644778,2,0.042039331048727036,0.03942469134926796,0.04120995104312897,0.04167890697717667,nan,nan,nan,nan,1405,0.026544955000281333,0.011627552962616607,10.749131281593833,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,2.7516539088798346,0.5480427046263345,circle:2,12.500012397766113,8.676390162764683,0.08080092072486877,0.0008709579706192017,0.041998567432165144,0.0430434000492096,0,nan,nan,nan,nan,2,naive_delayed,7,nan,nan,nan,nan,0.020572507986798882,0.018628290999913588,0.019725569000001997,11.537366548042705,11.537366548042705,0.6405693950177936,0.0,0.00498220640569395,nan,0.0,0.059784463964444166,0,NaiveDelayed,0.05450702861475125,0.0,virtual_asap,raw_ik,0.02361495975645928,4.0,2.0,4.0,0,requested,281,0.03434549644589424,0.020546913146972656,0.009563323519337348,0,0.0,nan,0.9387900355871887,0.03434549644589424,0.020497590303421017,0.009539470546281731,2,requested,finite,0.05263791481394563,0.0,0.03434549644589424,0.020497590303421017,0.009539470546281731,2,0.04199850931763649,0.03912470117211342,0.040667515248060226,0.04172019064426422,nan,nan,nan,nan,1405,0.09373733103275299,0.04399561596341823,10.20273885195711,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,3.7607591933221722,0.2846975088967972,circle:2,12.50002384185791,8.14914012738679,0.08266649395227432,0.00088335300097242,0.04541448503732681,0.046709704101085665,0,nan,nan,nan,nan,2,full,7,nan,nan,nan,nan,0.021732296008849517,0.01857047900557518,0.01969838800141588,11.483985765124554,11.483985765124554,0.47330960854092524,0.0,0.00498220640569395,nan,0.0,0.013099098942515706,0,FullVirtual,0.013609239197465981,0.0,virtual_asap,raw_ik,0.016337786354249435,4.0,2.0,4.0,0,requested,281,0.051067471504211426,0.018944132328033443,0.00825218479967714,0,0.0,nan,0.8441281138790035,0.11198030412197113,0.03551825284957881,0.015613585883983927,2,requested,finite,0.020185202539306654,0.0,0.11198030412197113,0.03551825284957881,0.015613585883983927,2,0.0430627316236496,0.03883882239460945,0.0408080518245697,0.04214081838726997,nan,nan,nan,nan,1405,0.025390873476862905,0.010993525415700858,10.540212977983035,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,4.351910499553999,0.28802588996763756,circle:2,12.50002670288086,8.240996584297724,0.0017828920390456915,0.0005520699778571725,0.001067827409133315,0.0013808102486655121,0,0.01038812380284071,0.009998599532991648,0.01012127255089581,0.010184289189055562,2,full,7,0.058184340596199036,0.051030853763222694,0.05599295981228351,0.056866451911628244,0.023863331996835768,0.01999543100828305,0.021287005994236097,11.453074433656958,11.453074433656958,0.5889967637540453,0.0,0.00498220640569395,nan,0.0,0.015153282769475139,0,ThreadedAsync,0.01617608782190412,0.0,threaded_asap,raw_ik,0.021469349668227743,5.0,2.0,5.0,0,requested,309,0.13155651092529297,0.051153064146637915,0.022101301346093786,0,0.0,22.004669189453125,0.8676156583629894,0.13179075717926025,0.05134063158184287,0.02217538542789939,2,requested,finite,0.023921359263257818,0.0,0.13179075717926025,0.05134063158184287,0.02217538542789939,2,0.04923969879746437,0.042044224217534065,0.04405013732612133,0.044928443245589735,0.00038812399725429714,-1.4005106550030177e-06,0.0001212728981045074,0.00018428904353640988,1405,0.02789529152214527,0.013079491526592333,10.764824936720856,circle,0,0.0006220689974725246,0.00022078913752920926,0.0003265319450292736,0.00038836212712340057
0,0.0,0,1.0,4.2732798873496485,0.31316725978647686,circle:3,12.50002670288086,7.989262922762246,0.07989111542701721,0.0008724359795451164,0.04251130148768425,0.043474116474390034,0,nan,nan,nan,nan,2,full,0,nan,nan,nan,nan,0.021300898981280625,0.018750816001556814,0.01981294999131933,11.473309608540925,11.473309608540925,0.5373665480427047,0.0,0.0,nan,0.0,0.012612893112900635,0,IdealZeroDelay,0.013872716972066174,0.0,virtual_asap,raw_ik,0.016958765913603537,4.0,2.0,4.0,0,requested,281,0.00019931793212890625,1.2278556823730469e-05,8.442446873282076e-06,0,0.0,nan,0.8355871886120997,0.13341259956359863,0.04457424711436027,0.019010733846068165,2,requested,finite,0.022606197352967455,0.0,0.13341259956359863,0.04457424711436027,0.019010733846068165,3,0.042946845293045044,0.03905806317925453,0.04067950323224068,0.041269855201244356,nan,nan,nan,nan,1405,0.026214542239904402,0.011200487939419579,10.7415473530041,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,2.7049505453458944,0.5266903914590747,circle:3,12.500009536743164,8.562686580213994,0.08145231753587723,0.0008703389903530478,0.04134960323572159,0.04216700330376625,0,nan,nan,nan,nan,2,naive_delayed,7,nan,nan,nan,nan,0.020570710999891162,0.01838019900606014,0.01935338697512634,11.512455516014235,11.512455516014235,0.6192170818505338,0.0,0.00498220640569395,nan,0.0,0.05857676539418232,0,NaiveDelayed,0.04788231036105751,0.0,virtual_asap,raw_ik,0.01643102686925846,4.0,2.0,4.0,0,requested,281,0.040393948554992676,0.02079308032989502,0.009394979822823689,0,0.0,nan,0.9373665480427046,0.040393948554992676,0.02077098488807675,0.00937154673493131,2,requested,finite,0.05129724154479059,0.0007117437722419929,0.040393948554992676,0.02077098488807675,0.00937154673493131,3,0.04185962677001953,0.038649484515190125,0.040211766958236694,0.04123655632138252,nan,nan,nan,nan,1405,0.0801594391465187,0.03851991453205998,10.239959703262079,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,3.922040029978885,0.33451957295373663,circle:3,12.500012397766113,7.982406664467174,0.08036183565855026,0.0008820920484140515,0.04498194307088852,0.04606686994433403,0,nan,nan,nan,nan,2,full,7,nan,nan,nan,nan,0.020320273004472256,0.018310222978470847,0.019326110981637612,11.462633451957295,11.462633451957295,0.501779359430605,0.0,0.00498220640569395,nan,0.0,0.013826412658510564,0,FullVirtual,0.014507149410165612,0.0,virtual_asap,raw_ik,0.01759792958329655,4.0,2.0,4.0,0,requested,281,0.07400345802307129,0.020304417610168452,0.008921066660661394,0,0.0,nan,0.8185053380782918,0.16522860527038574,0.03706237673759449,0.01756932622552026,2,requested,finite,0.021566516003546313,0.0,0.16522860527038574,0.03706237673759449,0.01756932622552026,3,0.041045110672712326,0.038444213569164276,0.03984956443309784,0.04033146649599075,nan,nan,nan,nan,1405,0.027053480222821235,0.011706082263090285,10.59566800814653,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,3.754295984937559,0.26198083067092653,circle:3,12.500009536743164,8.200535168474671,0.0019460900221019983,0.0005370209692046046,0.0011032792273908854,0.0014449382061138753,0,0.010688423179090023,0.009999509900808334,0.010086424043402075,0.010173850497230888,2,full,7,0.05810769647359848,0.04985886253416538,0.05541480518877506,0.056969186887145036,0.022833958006231114,0.019817321008304134,0.021064510202268138,11.440894568690096,11.440894568690096,0.5654952076677316,0.0,0.00498220640569395,nan,0.0,0.013998644241086568,0,ThreadedAsync,0.01393175174933472,0.0,threaded_asap,raw_ik,0.012654284267123327,5.0,2.0,5.0,0,requested,313,0.09073495864868164,0.032996032945811736,0.014447504382544659,0,0.0,22.2249755859375,0.8391459074733096,0.09036314487457275,0.033361643552780144,0.014507001570549592,2,requested,finite,0.017662327687936713,0.0,0.09036314487457275,0.033361643552780144,0.014507001570549592,3,0.04960190877318382,0.041577912867069244,0.044001821987330915,0.04644058421254157,0.0006884229951538146,-4.899973191641038e-07,8.642438624519854e-05,0.0001738504998502322,1405,0.025875624641776084,0.011277966908613367,10.533190872667193,circle,0,0.0009206405375152826,0.00017123960424214602,0.0002606673224363476,0.00033623211085796376
0,0.0,0,1.0,3.933445091303302,0.298932384341637,circle:4,12.50002670288086,8.010861089242692,0.08168166875839233,0.0008576560067012906,0.04173803776502609,0.04276953130960465,0,nan,nan,nan,nan,2,full,0,nan,nan,nan,nan,0.020245717983925715,0.01832839599228464,0.019124076992738992,11.498220640569395,11.498220640569395,0.47686832740213525,0.0,0.0,nan,0.0,0.012464830830032726,0,IdealZeroDelay,0.01316403470878046,0.0,virtual_asap,raw_ik,0.01366175251931635,4.0,2.0,4.0,0,requested,281,0.0001780986785888672,1.5562772750854405e-05,1.0374189364242797e-05,0,0.0,nan,0.8306049822064057,0.10665392875671387,0.03564364910125731,0.015583977901241901,2,requested,finite,0.02008052395089012,0.0,0.10665392875671387,0.03564364910125731,0.015583977901241901,4,0.04084775969386101,0.03840183466672897,0.03979485481977463,0.04067553281784057,nan,nan,nan,nan,1405,0.023874883353710175,0.010643134599775466,10.607048740514122,circle,0,nan,nan,nan,nan
0,0.07,7,0.9950177935943061,2.660333261058565,0.5373665480427047,circle:4,12.500009536743164,8.525520185211473,0.08066117763519287,0.0008713069837540388,0.04161947891116142,0.04289604440331459,0,nan,nan,nan,nan,2,naive_delayed,7,nan,nan,nan,nan,0.02657941498910077,0.01862918699043803,0.019598284998210147,11.530249110320284,11.530249110320284,0.6512455516014235,0.0,0.00498220640569395,nan,0.0,0.05969138097034918,0,NaiveDelayed,0.05052964013731171,0.0,virtual_asap,raw_ik,0.023776414944983996,4.0,2.0,4.0,0,requested,281,0.03764629364013672,0.02002585530281066,0.009266949044447019,0,0.0,nan,0.9373665480427046,0.03764629364013672,0.020000934600830078,0.009243835292682998,2,requested,finite,0.05268601814440734,0.0028469750889679717,0.03764629364013672,0.020000934600830078,0.009243835292682998,4,0.048327699303627014,0.03891969472169876,0.04038120061159134,0.041163263469934465,nan,nan,nan,nan,1405,0.08535136282444,0.04083839478501027,10.231668550371046,circle,0,nan,nan,nan,nan
