ci95_high,ci95_low,delay_protocol,n,slope_mean_m_per_step,trajectory
0.24320130288853323,0.1684077248802631,anchor_only,3,0.20835742639431962,circle
0.18622107413400926,0.07956274770472574,anchor_only,3,0.1449051042606326,fast_ellipse
0.0006461524037900351,-0.00036155125604332646,full,3,0.00012040598546501193,circle
0.001885645203043214,-0.0023225754003521806,full,3,0.00041413020590397206,fast_ellipse
0.006012520682438637,0.005462160435857601,naive_delayed,3,0.00574132055600396,circle
0.006992583374653183,0.006237842301152323,naive_delayed,3,0.00670344816825155,fast_ellipse
0.00043185895399099815,-0.00011193792398893686,no_feedback,3,0.00019823194758051212,circle
0.0011049328106622432,-0.000282786412588878,no_feedback,3,0.00025514579544811284,fast_ellipse
