baseline_cost,best_cost,command_acceleration_violation,command_velocity_violation,control_step_wall_time,controller_mode,cost_delta_torque,cost_dq_limit,cost_dq_tracking,cost_first,cost_joint_limit,cost_q_tracking,cost_qref_acceleration,cost_qref_velocity,cost_residual,cost_residual_acceleration,cost_residual_velocity,cost_servo,cost_terminal,cost_torque,cost_total,ee_orientation_error,ee_position_error,elite_mean_cost,failure,failure_reason,joint_limit_violation,lap_id,mean_cost,planning_time,predicted_next_dq_error,predicted_next_q_error,recovery_active,recovery_trigger_reason,sampling_std_end_mean,sampling_std_start_mean,segment_id,selected_cost,selection_mode,step,tracking_error
0.000572923687286675,0.000572923687286675,0,0,0.4724575550062582,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0006917729042470455,0,,0,-1,0.0007411158294416964,0.31958511896664277,0.0004170550382696092,4.170550255366834e-06,0,,0.5029077529907227,0.5,0,0.000572923687286675,baseline,0,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13405807496747002,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.000683942053001374,0,,0,-1,0.0006253135506995022,0.1269816589774564,0.0004170550382696092,4.170550255366834e-06,0,,0.4924243688583374,0.5029077529907227,0,0.000572923687286675,baseline,1,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13395506399683654,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007588331936858594,0,,0,-1,0.0006386795430444181,0.1267512399936095,0.0004170550382696092,4.170550255366834e-06,0,,0.4948469400405884,0.4924243688583374,0,0.000572923687286675,baseline,2,0.0
0.000572923687286675,0.000572923687286675,0,0,0.1326333429897204,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007593818008899689,0,,0,-1,0.0019364467589184642,0.12558079103473574,0.0004170550382696092,4.170550255366834e-06,0,,0.44417184591293335,0.4948469400405884,0,0.000572923687286675,baseline,3,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13230286695761606,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007663170690648258,0,,0,-1,0.0006908685900270939,0.12537517299642786,0.0004170550382696092,4.170550255366834e-06,0,,0.487612783908844,0.44417184591293335,0,0.000572923687286675,baseline,4,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13685874798102304,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007080202922224998,0,,0,-1,0.0007612105691805482,0.12976982700638473,0.0004170550382696092,4.170550255366834e-06,0,,0.48302897810935974,0.487612783908844,0,0.000572923687286675,baseline,5,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13415378500940278,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007096358458511531,0,,0,-1,0.0008092523785308003,0.12724044505739585,0.0004170550382696092,4.170550255366834e-06,0,,0.4477030634880066,0.48302897810935974,0,0.000572923687286675,baseline,6,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13355975499143824,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007647080346941948,0,,0,-1,0.0007755367550998926,0.12661818601191044,0.0004170550382696092,4.170550255366834e-06,0,,0.49408647418022156,0.4477030634880066,0,0.000572923687286675,baseline,7,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13380876299925148,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007065713289193809,0,,0,-1,0.000849715550430119,0.1266782569582574,0.0004170550382696092,4.170550255366834e-06,0,,0.47942474484443665,0.49408647418022156,0,0.000572923687286675,baseline,8,0.0
0.000572923687286675,0.000572923687286675,0,0,0.13356502196984366,mpc,0.0,0.00011442416871432215,3.5272532841190696e-06,0.0,2.1558790533511087e-21,4.24927804942854e-07,0.0,0.0,0.0,0.0,0.0,5.040121777710738e-07,1.7961227740670438e-06,0.0,0.000572923687286675,0.0,0.0,0.0007270450005307794,0,,0,-1,0.0007747970521450043,0.12640513601945713,0.0004170550382696092,4.170550255366834e-06,0,,0.5028622150421143,0.47942474484443665,0,0.000572923687286675,baseline,9,0.0
