robot,label,n,tcp_rmse_mm,command_acceleration_rms_rad_s2,command_acceleration_p95_rad_s2,command_acceleration_max_rad_s2,command_jerk_rms_rad_s3,command_jerk_p95_rad_s3,command_jerk_max_rad_s3,torque_rms_nm,torque_abs_p95_nm,torque_abs_max_nm,torque_slew_rms_nm_s,torque_slew_p95_nm_s,torque_slew_max_nm_s,torque_utilization_p95,torque_utilization_max,absolute_mechanical_power_mean_w,absolute_mechanical_power_p95_w,absolute_mechanical_power_max_w
ABB,DirectIK,4,39.26245898998583,0.5759190436099544,1.1849310249090192,3.6184117197990417,51.73094298074627,95.44705972075462,466.2349820137024,5.596072934407924,13.66766366958618,26.974929332733154,23.32595764151299,55.70584088563919,139.14700727909803,nan,nan,1.386035278338416,4.770325459616521,6.188030095431894
ABB,FullVirtual,20,28.371897657192342,6.692507008911515,12.500286102294922,12.500286102294922,703.5317216826702,1999.976372718811,2500.0572204589844,17.1684448772127,40.67075314521783,123.23958587646484,199.67537406000065,453.39735474437475,1186.874242424965,nan,nan,4.825028058783068,17.218713463650023,34.21144761476258
ABB,ThreadedASAP,20,28.425984537903645,6.7354016622899,12.500286102294922,12.500286102294922,688.889015631569,1999.974250793457,2500.0572204589844,16.245965496353968,38.76014118194577,113.34729461669922,195.72657578538085,440.9427984058857,1138.6588104069233,nan,nan,4.5625105231860426,15.50678161461821,30.406680533218395
UR5e,FullVirtual,20,10.429202709186821,7.9648882835078,12.5,12.500019741058349,857.9421928439521,2000.0934600830078,2500.001664161682,3.8838545193474965,9.142918142080301,21.494732284545897,102.81111271921463,208.48825873970048,246.94116830825806,0.09495810060472709,0.23647982903889248,2.0232652578938777,7.6328321558686865,12.913945734365987
UR5e,ProjectedDirectIK,4,15.062540677629276,0.7866779997344988,1.901388168334961,5.247294902801514,78.61628575577345,163.26457262039176,575.7510662078857,2.065294365183656,5.7234613418579094,10.945013046264648,13.179228676078258,31.478512138128224,97.4610130302608,0.045383274040051866,0.07363967404479073,1.015210795345353,4.669843755917126,6.120177186892223
UR5e,ThreadedAsync,20,10.421774300182053,8.034014027075058,12.5,12.500015258789062,785.2989856342828,2000.0934600830078,2500.0016832351685,3.9316998130500607,9.118837876319876,21.43755512237549,104.25438754408476,210.55114909261465,248.08359801769257,0.09552084113700043,0.23732723849160337,2.0116731740281812,7.4276171675994815,12.990483189844614
