robot,label,trajectory,seed,run_dir,tcp_rmse_mm,command_acceleration_rms_rad_s2,command_acceleration_p95_rad_s2,command_acceleration_max_rad_s2,command_jerk_rms_rad_s3,command_jerk_p95_rad_s3,command_jerk_max_rad_s3,torque_rms_nm,torque_abs_p95_nm,torque_abs_max_nm,torque_slew_rms_nm_s,torque_slew_p95_nm_s,torque_slew_max_nm_s,torque_utilization_p95,torque_utilization_max,absolute_mechanical_power_mean_w,absolute_mechanical_power_p95_w,absolute_mechanical_power_max_w
UR5e,FullVirtual,circle,3,./outputs/paper_ur5e_v2/runs/FullVirtual/circle/seed_3,11.706082263090286,7.982406664467174,12.5,12.500012397766113,839.3115751823926,2000.0934600830078,2500.0015258789062,3.922040029978885,9.382982587814329,20.85382843017578,103.10602930507956,209.0489649772644,248.1863021850586,0.1012284300157001,0.25787479536873953,2.2081384496951957,8.289838950221384,13.312714820146732
UR5e,ThreadedAsync,circle,3,./outputs/paper_ur5e_v2/runs/ThreadedAsync/circle/seed_3,11.277966908613367,8.200535168474671,12.5,12.500009536743164,808.7928518057379,2000.0934600830078,2500.001621246338,3.754295984937559,8.702524518966662,21.102628707885742,106.3903839347555,212.9465293884277,243.87664794921875,0.09058163814885273,0.2384915522166661,1.9197461755324883,7.1494653609981205,11.97310578704385
UR5e,FullVirtual,circle,4,./outputs/paper_ur5e_v2/runs/FullVirtual/circle/seed_4,11.180415656990991,8.217177366545206,12.5,12.50002670288086,874.1608739992948,2000.0934600830078,2500.001907348633,4.063872863892352,9.56711111068725,20.249357223510742,106.73661410628786,211.81793630123138,244.3866729736328,0.10133884762014655,0.24600984369005477,2.2466022540091557,8.311577987698119,14.941345592240356
UR5e,ThreadedAsync,circle,4,./outputs/paper_ur5e_v2/runs/ThreadedAsync/circle/seed_4,10.841530943909687,8.23822904102645,12.5,12.50002670288086,786.2669187713983,2000.0934600830078,2500.0015258789062,4.052235134049586,9.625793123245238,20.974924087524414,108.34469895008279,213.54651212692258,247.83592224121094,0.0996836258570353,0.283828820501055,2.1166317102854966,7.148570224002206,14.678880906082163
UR5e,ProjectedDirectIK,figure8,0,./outputs/paper_ur5e_v2/runs/ProjectedDirectIK/figure8/seed_0,13.487113495920985,0.6768667205633517,1.8298625946044922,4.266500473022461,76.05888483353435,144.60086822509766,566.3633346557617,1.8300653783347895,4.841063594818115,11.345979690551758,10.763801936202627,28.63643169403076,74.53413009643555,0.0385748382125582,0.07563986460367839,0.7851770405334572,3.8448402771578185,5.626283085249396
UR5e,FullVirtual,figure8,0,./outputs/paper_ur5e_v2/runs/FullVirtual/figure8/seed_0,8.336273289741834,7.8255641271111775,12.5,12.500012397766113,842.668229693385,2000.0934600830078,2500.001907348633,3.3979533532206836,7.6597662925720185,21.049081802368164,101.27137049981205,209.82693902682507,251.16958618164062,0.08426784680570866,0.22392279761178152,1.5498855145708932,6.234495158472935,13.10821911174925
UR5e,ThreadedAsync,figure8,0,./outputs/paper_ur5e_v2/runs/ThreadedAsync/figure8/seed_0,8.907198439861984,7.914016067524013,12.5,12.500012397766113,766.8023211555617,2000.0934600830078,2500.001907348633,3.7000283333895165,8.363277196884155,21.311569213867188,103.68090293490229,211.63498640060425,262.8080368041992,0.08974861823944806,0.1907567126410348,1.660554956557273,6.624080402424328,14.658960694473839
UR5e,FullVirtual,figure8,1,./outputs/paper_ur5e_v2/runs/FullVirtual/figure8/seed_1,8.174011399334866,7.820574485414005,12.5,12.500012397766113,857.945330630769,2000.0934600830078,2500.001907348633,3.5844036963373367,8.27449860572815,20.85679054260254,101.37687446703451,208.98044824600217,249.13406372070312,0.08817969066756111,0.20153229577200754,1.6527146630141223,6.171775166471346,12.899024044831556
UR5e,ThreadedAsync,figure8,1,./outputs/paper_ur5e_v2/runs/ThreadedAsync/figure8/seed_1,8.111904871009992,7.932884945358866,12.5,12.500012397766113,794.0162526358438,2000.0934600830078,2500.001907348633,3.5864298543742383,8.368463516235344,20.64365577697754,102.16729161042377,208.5419175028801,245.97434997558594,0.08742209162030892,0.2044527190072196,1.6103201986358175,6.325117739194061,13.453115766764947
UR5e,FullVirtual,figure8,2,./outputs/paper_ur5e_v2/runs/FullVirtual/figure8/seed_2,7.987420205698735,7.842338749432373,12.5,12.500030517578125,838.7481253622033,2000.0934600830078,2500.001335144043,3.5880928040215077,8.37284998893737,21.595640182495117,101.95243438801461,208.00717651844025,249.15647506713867,0.09172500431537625,0.23428452014923096,1.6509490867248466,6.396112492824383,9.99891812229471
