acceleration_violation_count,active_packet_gap_max_s,active_packet_gap_max_steps,active_packet_ratio,actuator_torque_rms_nm,baseline_selection_rate,case_id,command_acceleration_max_abs_rad_s2,command_acceleration_rms_rad_s2,control_compute_max_s,control_compute_p50_s,control_compute_p95_s,control_compute_p99_s,control_deadline_miss_count,control_period_max_s,control_period_p50_s,control_period_p95_s,control_period_p99_s,control_semantics_version,delay_protocol,delay_steps,e2e_max_s,e2e_p50_s,e2e_p95_s,e2e_p99_s,effort_scale,exact_final_pool_time_max_s,exact_final_pool_time_p50_s,exact_final_pool_time_p95_s,exact_pool_candidate_count_mean,exact_pool_valid_count_mean,exact_selection_changed_rate,failure_rate,fallback_duty_cycle,feedback_rms_rad,feedback_saturation_rate,joint_rmse_rad,joint_violation_count,label,lap_tcp_rmse_m,late_packet_rate,multirate_mode,nominal_command_semantics,orientation_rmse_rad,packet_age_max_steps,packet_age_p50_steps,packet_age_p95_steps,packet_expiration_count,packet_residual_semantics,planner_event_count,planner_execution_qref_error_max_rad,planner_execution_qref_error_p95_rad,planner_execution_qref_error_rms_rad,planner_failure_count,planner_failure_step_rate,planner_hz,projection_activation_rate,projection_discrepancy_max_rad,projection_discrepancy_p95_rad,projection_discrepancy_rms_rad,projection_semantics_version,residual_cost_semantics,residual_feasibility_semantics,residual_rms_rad,residual_saturation_rate,safety_projection_offset_max_rad,safety_projection_offset_p95_rad,safety_projection_offset_rms_rad,seed,solve_max_s,solve_p50_s,solve_p95_s,solve_p99_s,start_jitter_max_s,start_jitter_p50_s,start_jitter_p95_s,start_jitter_p99_s,steps,tcp_p95_m,tcp_rmse_m,total_torque_rms_nm,trajectory,velocity_violation_count,wakeup_lateness_max_s,wakeup_lateness_p50_s,wakeup_lateness_p95_s,wakeup_lateness_p99_s
0,0.06,6,0.9966795794133924,30.992544826380392,0.49171270718232046,circle:0,12.500286102294922,7.262853020385364,0.49477294087409973,0.0008171729859896004,0.04214814975857734,0.04382701136171818,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,0.5,0.056683806993532926,0.01632074249209836,0.017322208746918477,11.0939226519337,11.0939226519337,0.6270718232044199,0.0,0.003320420586607637,nan,0.0011068068622025456,0.01730064415326861,0,EffortScale0.5,0.04423335987210008,0.0,virtual_asap,raw_ik,0.03735835436927686,4.0,2.0,4.0,0,requested,362,0.049158185720443726,0.014722350984811783,0.006339418868950994,0,0.0,nan,0.9413392363032651,0.20117591321468353,0.08301570303738111,0.03348961789885273,2,requested,finite,0.03269647589796767,0.0,0.20117591321468353,0.08301570303738111,0.03348961789885273,0,0.07993984967470169,0.03581990674138069,0.03778737410902977,0.03865246329456567,nan,nan,nan,nan,1807,0.07832270264625549,0.03852400030828906,215.31056255660647,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,20.208502628135605,0.5027624309392266,circle:0,12.500286102294922,6.723324354194859,0.07749686390161514,0.0008293489809148014,0.043642611056566236,0.04481674298644066,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,1.0,0.01933749404270202,0.016776224510977045,0.017986169236246494,11.088397790055248,11.088397790055248,0.47790055248618785,0.0,0.003320420586607637,nan,0.0011068068622025456,0.013045901851369304,0,EffortScale1,0.03200625223710408,0.0,virtual_asap,raw_ik,0.028522122183773816,4.0,2.0,4.0,0,requested,362,0.05055496096611023,0.01300002634525299,0.005713919618554982,0,0.0,nan,0.9286109573879358,0.12009255588054657,0.053882256150245646,0.021900230317127196,2,requested,finite,0.022223482639948146,0.0,0.12009255588054657,0.053882256150245646,0.021900230317127196,0,0.0397530123591423,0.03676706179976463,0.0385606050491333,0.039228585809469224,nan,nan,nan,nan,1807,0.06664327159523964,0.03207412323000702,213.72825731317226,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,14.19358918928005,0.5220994475138122,circle:0,12.500286102294922,6.598456646740893,0.08035780489444733,0.0008300580084323883,0.0435451477766037,0.04483846448361874,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,2.0,0.01907544699497521,0.01668772503035143,0.018078256797161886,11.113259668508288,11.113259668508288,0.39779005524861877,0.0,0.003320420586607637,nan,0.0011068068622025456,0.011677172072503359,0,EffortScale2,0.028191221633898242,0.0,virtual_asap,raw_ik,0.027044183262600763,4.0,2.0,4.0,0,requested,362,0.04499995708465576,0.012144751846790314,0.005350533694333259,0,0.0,nan,0.8168234643054787,0.07317312061786652,0.026907436922192555,0.011551538375007147,2,requested,finite,0.011960991532927446,0.0,0.07317312061786652,0.026907436922192555,0.011551538375007147,0,0.0399027094244957,0.03687776438891888,0.03842750247567892,0.039159234911203385,nan,nan,nan,nan,1807,0.06552088111639023,0.03008152054405485,213.01081484575766,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,13.480017797708738,0.5718232044198895,circle:0,12.500286102294922,6.22837873423352,0.08080854266881943,0.0008363939705304801,0.043717265501618384,0.04490681782364845,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,4.0,0.01970688096480444,0.016734629491111264,0.018139423901448026,11.099447513812155,11.099447513812155,0.34806629834254144,0.0,0.003320420586607637,nan,0.0,0.013373284954772698,0,EffortScale4,0.030147438092143618,0.0,virtual_asap,raw_ik,0.029126462595390836,4.0,2.0,4.0,0,requested,362,0.040000081062316895,0.010720152407884598,0.004725756644119731,0,0.0,nan,0.8107360265633647,0.10254649072885513,0.028321411460638036,0.012455777060917023,2,requested,finite,0.012607190728758232,0.0,0.10254649072885513,0.028321411460638036,0.012455777060917023,0,0.04043645039200783,0.03704051859676838,0.03875493090599775,0.03965934079140424,nan,nan,nan,nan,1807,0.07106852382421491,0.03356310625294448,213.06075719285826,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,8.356777337453936,0.6270718232044199,circle:0,12.500286102294922,5.75733882286482,0.08268603682518005,0.0008340280037373304,0.04366467855870723,0.04521564356982708,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,8.0,0.0188886119867675,0.016755173506680876,0.01816589592199307,11.074585635359115,11.074585635359115,0.3453038674033149,0.0,0.003320420586607637,nan,0.0,0.014229703157511516,0,EffortScale8,0.0329632895807895,0.0,virtual_asap,raw_ik,0.02974160471479886,4.0,2.0,4.0,0,requested,362,0.03897219896316528,0.009000018239021301,0.00392414824431562,0,0.0,nan,0.5982291090204759,0.0750059187412262,0.01361323595046996,0.00645282664019753,2,requested,finite,0.006310783325773254,0.0,0.0750059187412262,0.01361323595046996,0.00645282664019753,0,0.040689174085855484,0.036974795162677765,0.038626899011433125,0.03925483155995607,nan,nan,nan,nan,1807,0.07600181773304937,0.03591653773451156,212.88249713206258,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,25.17780873125449,0.48342541436464087,circle:1,12.500286102294922,7.0235890422156295,0.08062244951725006,0.0008218610309995711,0.04339132085442543,0.04489309698343277,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,0.5,0.018724980007391423,0.016437871527159587,0.01792291257006582,11.088397790055248,11.088397790055248,0.5662983425414365,0.0,0.003320420586607637,nan,0.0,0.013415608828859482,0,EffortScale0.5,0.03591072287839814,0.0,virtual_asap,raw_ik,0.030421909071253635,4.0,2.0,4.0,0,requested,362,0.037500858306884766,0.012906812131404877,0.005310690837949443,0,0.0,nan,0.9363586054233536,0.13448281586170197,0.07344886884093285,0.027402062828179287,2,requested,finite,0.027596506284004597,0.0,0.13448281586170197,0.07344886884093285,0.027402062828179287,1,0.03969592973589897,0.036532795056700706,0.038338846527040005,0.0388063795492053,nan,nan,nan,nan,1807,0.059776838868856416,0.03348929002972248,214.56908170026904,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,13.921672400034597,0.505524861878453,circle:1,12.500286102294922,6.696676693711069,0.07827336341142654,0.000821926980279386,0.04323038421571255,0.04464111544191838,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,1.0,0.019467818026896566,0.01646773499669507,0.017644739110255613,11.085635359116022,11.085635359116022,0.425414364640884,0.0,0.003320420586607637,nan,0.0,0.010899191420847802,0,EffortScale1,0.025410146028033296,0.0,virtual_asap,raw_ik,0.02435019301226349,4.0,2.0,4.0,0,requested,362,0.0475010871887207,0.014000027440488338,0.006023608524476974,0,0.0,nan,0.8516878804648589,0.08284875750541687,0.03035863600671291,0.013073628034871816,2,requested,finite,0.014054030201373354,0.0,0.08284875750541687,0.03035863600671291,0.013073628034871816,1,0.03951027989387512,0.03656900115311146,0.038023118302226065,0.03895398758351803,nan,nan,nan,nan,1807,0.054249378293752655,0.025976844738392728,213.0961362403989,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,12.961858980123745,0.5303867403314917,circle:1,12.500286102294922,6.472604300552843,0.07659971714019775,0.0008325189701281488,0.04363377019762993,0.04487221598625183,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,2.0,0.018783393024932593,0.016687695489963517,0.01803175756940618,11.08011049723757,11.08011049723757,0.4116022099447514,0.0,0.003320420586607637,nan,0.002213613724405091,0.012113435538650703,0,EffortScale2,0.02739625519433165,0.0,virtual_asap,raw_ik,0.026149644751124544,4.0,2.0,4.0,0,requested,362,0.059999942779541016,0.013183072209358215,0.005817409921748846,0,0.0,nan,0.8040951853901495,0.11045674234628677,0.026889913901686616,0.011668804959446315,2,requested,finite,0.011994870805081964,0.0,0.11045674234628677,0.026889913901686616,0.011668804959446315,1,0.03972441330552101,0.03676188923418522,0.03844345007091761,0.0390404300019145,nan,nan,nan,nan,1807,0.06403800621628761,0.030159475004882315,212.92879179871218,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,10.695424460595572,0.5386740331491713,circle:1,12.500286102294922,6.5228283563645535,0.0789659395813942,0.0008463640115223825,0.04409571588039398,0.04558634087443352,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,4.0,0.019129459047690034,0.016855328518431634,0.018115093745291234,11.104972375690608,11.104972375690608,0.3839779005524862,0.0,0.003320420586607637,nan,0.0,0.012709621062815184,0,EffortScale4,0.030114576697338812,0.0,virtual_asap,raw_ik,0.028033260085782094,4.0,2.0,4.0,0,requested,362,0.03927285969257355,0.011999963782727718,0.005047808751809708,0,0.0,nan,0.7576092971776425,0.07718558609485626,0.021267358958721082,0.009438593751329211,2,requested,finite,0.009596810909610058,0.0,0.07718558609485626,0.021267358958721082,0.009438593751329211,1,0.04026062414050102,0.037312138825654984,0.03889006394892931,0.03985941026359797,nan,nan,nan,nan,1807,0.06695550605654715,0.03218440281194253,212.86993525805264,circle,0,nan,nan,nan,nan
0,0.06,6,0.9966795794133924,7.416440699002592,0.6464088397790055,circle:1,12.500286102294922,5.707671374383385,0.08635277301073074,0.0008374659810215235,0.04386414475739002,0.045333624631166455,0,nan,nan,nan,nan,2,full,6,nan,nan,nan,nan,8.0,0.021292630990501493,0.016650080506224185,0.017918401240604,11.102209944751381,11.102209944751381,0.2955801104972376,0.0,0.003320420586607637,nan,0.0005534034311012728,0.014025416795115752,0,EffortScale8,0.03400899909924956,0.0,virtual_asap,raw_ik,0.029887422566590972,4.0,2.0,4.0,0,requested,362,0.05291292071342468,0.008956869132816792,0.003984425125154861,0,0.0,nan,0.6015495296070835,0.0694189965724945,0.014217138290405272,0.006609858635106331,2,requested,finite,0.006480282793315933,0.0,0.0694189965724945,0.014217138290405272,0.006609858635106331,1,0.04716680943965912,0.036861568689346313,0.03876872882246971,0.04034799523651599,nan,nan,nan,nan,1807,0.07389812245965002,0.03556024668205612,212.67841855246,circle,0,nan,nan,nan,nan
